EAN/GTIN,TITULO,MARCA,CATEGORIA,SUB-CATEGORIA,IMAGE,VALOR,ORIGEM
1789605030174,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
1789605030597,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
1789605030597,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
1789605035640,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
2000000000107,"ARAME GALVANIZADO - Nº14(2,10mm) A10=FL",GERDAU,FERRAGENS,ARAME,https://cdn.grupolle.com.br/produtos/962/962.jpg,indisponivel,https://www.lleferragens.com.br/produto/962/arame-galvanizado-gerdau-no14-2-10mm-a10-fl
2000000053820,"BROCA WIDIA CONCRETO - 07,144mm 9/32"" A10",IRWIN,FERRAMENTAS ELETRICAS,ACESSORIOS,https://cdn.grupolle.com.br/produtos/1934/1934.jpg,indisponivel,https://www.lleferragens.com.br/produto/1934/broca-widia-concreto-irwin-07-144mm-9-32-a10
2000000059167,"BROCA AÇO RÁPIDO METAL - 03,572mm 9/64"" A10",IRWIN,FERRAMENTAS ELETRICAS,ACESSORIOS,https://cdn.grupolle.com.br/produtos/1896/1896.jpg,indisponivel,https://www.lleferragens.com.br/produto/1896/broca-aco-rapido-metal-irwin-03-572mm-9-64-a10
2000000059402,"BROCA AÇO RÁPIDO METAL - 03,175mm 1/8"" A10",IRWIN,FERRAMENTAS ELETRICAS,ACESSORIOS,https://cdn.grupolle.com.br/produtos/1895/1895.jpg,indisponivel,https://www.lleferragens.com.br/produto/1895/broca-aco-rapido-metal-irwin-03-175mm-1-8-a10
2000000068565,SOQUETE PORCELANA - GU10 A20/1000,HF,ILUMINACAO,RECEPTACULO LAMPADA,https://cdn.grupolle.com.br/produtos/18325/18325.jpg,indisponivel,https://www.lleferragens.com.br/produto/18325/soquete-porcelana-hf-gu10-a20-1000
2000000073378,"BROCA AÇO RÁPIDO METAL - 03,969mm 5/32"" A10",IRWIN,FERRAMENTAS ELETRICAS,ACESSORIOS,https://cdn.grupolle.com.br/produtos/1897/1897.jpg,indisponivel,https://www.lleferragens.com.br/produto/1897/broca-aco-rapido-metal-irwin-03-969mm-5-32-a10
2000000093444,"BROCA WIDIA CONCRETO - 07,938mm 5/16"" A10",IRWIN,FERRAMENTAS ELETRICAS,ACESSORIOS,https://cdn.grupolle.com.br/produtos/1935/1935.jpg,indisponivel,https://www.lleferragens.com.br/produto/1935/broca-widia-concreto-irwin-07-938mm-5-16-a10
2000000102054,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
2000000110158,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
2000000207513,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
2000000428703,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
2000000428758,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
2000001089606,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
2000001089613,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
2000101010012,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
2000101010029,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
2000101010036,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
2017454500008,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
2789895982933,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
3016661147852,Sanduicheira Arno Sanduicheira Arno Sacb Preta 110v,Arno,Cozinha,Sanduicheiras,https://m.media-amazon.com/images/I/71Ark9ACbIL._AC_SX450_.jpg,"209,90",https://www.amazon.com.br/Arno-SACB-Sanduicheira-Preta/dp/B076X81YCR/
3016661151842,"Cafeteira Filtro Uno, Arno, CF06, Vermelha",Arno,Cozinha,Cafeteiras de Filtro,https://m.media-amazon.com/images/I/71juBl6XPyL._AC_SY550_.jpg,indisponivel,https://www.amazon.com.br/Cafeteira-Filtro-Arno-CF06-Vermelha/dp/B07CX66P2T
3016661152917,Grill Compact Uno Arno Vermelho 110v,Arno,Cozinha,Sanduicheiras,https://images-na.ssl-images-amazon.com/images/I/719e7uqfPjL.__AC_SY300_SX300_QL70_ML2_.jpg,"206,99",https://www.amazon.com.br/Grill-Compact-Arno-GUNO-Vermelho/dp/B07GFBMC9Q/
3016661155758,Cafeteira Filtro Preferita 750ml Cfpf Arno Preto 110v,Arno,Cozinha,Cafeteiras de Filtro,https://m.media-amazon.com/images/I/31tJRjTN8jL._AC_SY450_.jpg,"229,90",https://www.amazon.com.br/Cafeteira-Filtro-Preferita-750ml-Arno/dp/B07VF73WPQ/
3016661157264,Cafeteira Filtro Perfectta 600ml Cfpi Arno Perfectta Preto E Inox 110v,Arno,Cozinha,Cafeteiras de Filtro,https://m.media-amazon.com/images/I/61Kuzrs9xiL._AC_SY450_.jpg,"237,90",https://www.amazon.com.br/Cafeteira-Filtro-Perfectta-600ml-Arno/dp/B07VJJM4D1/
3016661157264,Cafeteira Filtro Perfectta 600ml Cfpi Arno Perfectta Preto E Inox 110v,Arno,Cozinha,Cafeteiras de Filtro,https://m.media-amazon.com/images/I/61Kuzrs9xiL._AC_SY450_.jpg,"237,90",https://www.amazon.com.br/Cafeteira-Filtro-Perfectta-600ml-Arno/dp/B07VJJM4D1/
3045386376803,"Cafeteira Subito 2, Arno, CFS2, Preta",Arno,Cozinha,Cafeteiras de Filtro,https://images-na.ssl-images-amazon.com/images/I/71Kpm1ThY-L.__AC_SX300_SY300_QL70_ML2_.jpg,indisponivel,https://www.amazon.com.br/Cafeteira-Subito-Arno-CFS2-Preta/dp/B076TN9DFC
3051320130516,Fonte Universal 1000MA 6 Bicos Bivolt Preta 1462 - Alltech,AllTech,Computadores e Informática,"Carregadores, Bases e Docking Stations",https://images-na.ssl-images-amazon.com/images/I/51727JaAivL.__AC_SX300_SY300_QL70_ML2_.jpg,indisponivel,https://www.amazon.com.br/Fonte-Universal-1000MA-Bicos-Bivolt/dp/B077JFF5RP
3121040058626,Secador De Cabelo Arno Power Dry 1900w Preto E Rosa 127v,Arno,Secador e Modelador,Secador de Cabelo,https://a-static.mlcdn.com.br/800x560/secador-de-cabelo-arno-power-dry-1900w-preto-e-rosa-127v/almcomercial/627/23f28cae372578e142ba840f4bcdafd7.jpg,indisponivel,https://www.magazineluiza.com.br/secador-de-cabelo-arno-power-dry-1900w-preto-e-rosa-127v/p/bjch399ab3/pf/psec/
3121040060308,Ferro a Vapor Arno Steam Essential 10 Rosa 110V,Arno,Casa,Ferros a Vapor,https://m.media-amazon.com/images/I/71OtCnpmiqL._AC_SX450_.jpg,indisponivel,https://www.amazon.com.br/Ferro-Vapor-Steam-Essential-Arno/dp/B076HBG3TW
3121040061190,"Ferro a Seco, Dry, Vinho/Branco, 110v, Arno",Arno,Casa,Ferros a Vapor,https://m.media-amazon.com/images/I/71yhV9r3Q2L._AC_SX450_.jpg,indisponivel,https://www.amazon.com.br/Ferro-Seco-Arno-Vinho-Branco/dp/B0776X1CX8
3121040072363,"Ferro a Vapor Ecogliss, Arno, Verde, 110, Volts",Arno,Casa,Ferros a Vapor com Base,https://m.media-amazon.com/images/I/61jiuQy7y+L._AC_SX450_.jpg,"139,00",https://www.amazon.com.br/Ferro-Vapor-Ecogliss-Arno-Verde/dp/B07SPYB52Q/
3121040077139,"Ferro a Vapor Elétrico Arno Steamgliss Base Antiaderente Verde 127V - FSGP, Azul Petróleo",Arno,Casa,Ferros a Vapor,https://images-na.ssl-images-amazon.com/images/I/71S9O9aS1pL.__AC_SY300_SX300_QL70_ML2_.jpg,"129,99",https://www.amazon.com.br/Ferro-El%C3%A9trico-Arno-Steamgliss-Antiaderente/dp/B085M2NKKY/
3121040077146,"Ferro a Vapor Elétrico, Steamgliss, Base Cerâmica, 110v, Rosa, Arno",Arno,Casa,Ferros a Vapor,https://m.media-amazon.com/images/I/71HgZw5qwJL._AC_SX450_.jpg,"109,00",https://www.amazon.com.br/Ferro-El%C3%A9trico-Arno-Steamgliss-Cer%C3%A2mica/dp/B085M2QXVQ/
4008321660176,Lâmpada Fluorescente T10 20w Osram Branco,Ledvance,Casa,Lâmpadas,https://m.media-amazon.com/images/I/51JUo93y3BL._AC_SY355_.jpg,indisponivel,https://www.amazon.com.br/Osram-7012633-L%C3%A2mpada-Branco/dp/B07CJCBGS8
4019208012759,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
4021226191019,Mola para Porta Prata Ref. MA 200/2,Dorma,indisponivel,indisponivel,https://m.media-amazon.com/images/I/51BwU-kmLxL._AC_SY550_.jpg,"240,88",https://www.amazon.com.br/Mola-para-Porta-Prata-Ref/dp/B07KJGT21P/
4044996044880,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
4044996101545,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
4044996106717,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
4711815661190,STANLEY Chave de Fenda para Teste de Corrente 100V a 500V 66-119-23,Stanley,Ferramentas e Materiais de Construção,Chaves de Fenda,https://m.media-amazon.com/images/I/61cpx-YcSGL._AC_SY355_.jpg,"8,00",https://www.amazon.com.br/Stanley-66-119-Chave-Corrente-Amarelo/dp/B00871VRGA/
4712780137659,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
4713157490957,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
4713309147357,Câmara de Ar para Bicicleta Aro 29x1.90/2.3 Kenda Schrader AV Bico Grosso,KENDA,"Esporte, Aventura e Lazer",Câmaras,https://m.media-amazon.com/images/I/6140dUSH9fL._AC_SX425_.jpg,"38,90",https://www.amazon.com.br/C%C3%A2mara-Bicicleta-29x1-90-Schrader-Grosso/dp/B09HY8B19D/
4717294988025,PNEU BICICLETA A26X1.95 KENDA,KENDA,"Esporte, Aventura e Lazer",Freios e Peças,https://m.media-amazon.com/images/I/518WjNCSvbL._AC_SX425_.jpg,"64,30",https://www.amazon.com.br/PNEU-KENDA-26X1-95-K816-PTO/dp/B08MWWQ2H5/
4717294988636,CAMARA AR BICICLETA ARO26 KENDA,KENDA,"Esporte, Aventura e Lazer",Câmaras,https://m.media-amazon.com/images/I/61s3fm-ULfS._AC_SX425_.jpg,"26,90",https://www.amazon.com.br/CAMARA-AR-BICICLETA-ARO26-KENDA/dp/B07NSCTTHG/
4891102116746,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
4891138948922,Linterna Eveready Led 25 Lumens 2 Pilas Incluida Aventureros,35 m,Deportes y Fitness,De Mano,https://http2.mlstatic.com/D_NQ_NP_937789-MLA49501726839_032022-O.webp,indisponivel,https://www.ocompra.com/argentina/item/linterna-eveready-led-25-lumens-2-pilas-incluida-aventureros-926375401/
4895185612188,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
5035048543771,STANLEY Esmerilhadeira Angular de 4 1/2 Pol. (114mm) 600W 110V STGS6115,STANLEY BLACK & DECKER,Ferramentas e Materiais de Construção,Esmerilhadeiras,https://m.media-amazon.com/images/I/51dYkom3brL._AC_SY355_.jpg,"306,90",https://www.amazon.com.br/Stanley-STGS6115-BR-Esmerilhadeira-Angular-Amarelo/dp/B076Y8BT4T/
5203646520634,REGISTRO ESFERA ZAMAC - HF,HF,HIDRAULICA,BOIAS REGISTROS E VALVULAS,https://cdn.grupolle.com.br/produtos/12231/12231.jpg,indisponivel,https://www.lleferragens.com.br/produto/G12231/registro-esfera-zamac-hf
5379861524891,5 Baterias de Lítio 3V CR2025 Lithium battery Computador PC,PRC,indisponivel,indisponivel,https://images-na.ssl-images-amazon.com/images/I/51GHiRGK5KL.__AC_SX300_SY300_QL70_ML2_.jpg,indisponivel,https://www.amazon.com.br/Baterias-CR2025-Lithium-battery-Computador/dp/B0787C7FX2
5379861526727,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
5415329877663,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
5457862546019,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
5706915058772,IRWIN Alicate Isolado NBR Universal de 8 Pol. (203mm) 10505877,IRWIN,Ferramentas e Materiais de Construção,Alicates e Pinças,https://m.media-amazon.com/images/I/71YatF9tKwL._AC_SY550_.jpg,"69,90",https://www.amazon.com.br/Irwin-IW13981-Alicate-Isolado-Universal/dp/B000X1T1NS/
5854545139061,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
6196590668882,CARTAO DE MEMORIA SANDISK 16GB - SDSDQM-016G-B35A,SanDisk,Eletrônicos e Tecnologia,Cartões de Memória,https://m.media-amazon.com/images/I/81wc6-9IJ3L._AC_SY606_.jpg,indisponivel,https://www.amazon.com.br/CARTAO-MEMORIA-SANDISK-16GB-SDSDQM-016G-B35A/dp/B001F7AJKI
6196590670212,Cartão Micro SD SanDisk com Adaptador 8GB,SanDisk,Eletrônicos e Tecnologia,Cartões de Memória,https://m.media-amazon.com/images/I/91y+OS43CbL._AC_SY606_.jpg,indisponivel,https://www.amazon.com.br/MicroSDHC-Adapter-SanDisk-Cart%C3%B5es-Preto/dp/B004ZIEMWU
6196591297364,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
6904556670028,Lampada Halogena Bipino 35W 12V G4 Sincrona,Sincrona,Casa,Lâmpadas,https://m.media-amazon.com/images/I/41veH5LguuL._AC_SX466_.jpg,"32,97",https://www.amazon.com.br/Lampada-Halogena-Bipino-35W-Sincrona/dp/B09L5ZHW51/
6920110021136,"ABRAÇADEIRA NYLON BRANCA - 2,5x150mm COM 20 PECAS 222529 A1/400/1600",HF,ELETRICA,ABRACADEIRAS,https://cdn.grupolle.com.br/produtos/17554/17554.jpg,indisponivel,https://www.lleferragens.com.br/produto/17554/abracadeira-nylon-branca-hf-2-5x150mm-com-20-pecas-222529-a1-400-1600
6920110021167,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
6920110021174,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
6920110021181,"ABRAÇADEIRA NYLON BRANCA - 3,6x180mm COM 20 PECAS 222534 A1/200/800",HF,ELETRICA,ABRACADEIRAS,https://cdn.grupolle.com.br/produtos/17558/17558.jpg,indisponivel,https://www.lleferragens.com.br/produto/17558/abracadeira-nylon-branca-hf-3-6x180mm-com-20-pecas-222534-a1-200-800
6920170520105,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
6920180813129,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
6920201701008,MARTELO BORRACHA BRANCA PROFISSIONAL - HF,HF,FERRAMENTAS MANUAIS,FERRAMENTAS PARA REVESTIMENTO,https://cdn.grupolle.com.br/produtos/19796/19796.jpg,indisponivel,https://www.lleferragens.com.br/produto/G19796/martelo-borracha-branca-profissional-hf
6920201701015,MARTELO BORRACHA BRANCA PROFISSIONAL - 60mm 6/48...,HF,FERRAMENTAS MANUAIS,FERRAMENTAS PARA REVESTIMENTO,https://cdn.grupolle.com.br/produtos/19797/19797.jpg,indisponivel,https://www.lleferragens.com.br/produto/19797/martelo-borracha-branca-profissional-hf-60mm-6-48
6920201703002,JOGO ESCOVA 3PCS - ACO/LATAO/NYLON 240,HF,FERRAMENTAS MANUAIS,FERRAMENTAS USO GERAL,https://cdn.grupolle.com.br/produtos/20450/20450.jpg,indisponivel,https://www.lleferragens.com.br/produto/20450/jogo-escova-3pcs-hf-aco-latao-nylon-240
6920303707915,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
6922021069016,"ADAPTADOR PARA TORNEIRA - 1/2"" E 3/4"" 60/240",HF,CASA E JARDIM,MANGUEIRAS,https://cdn.grupolle.com.br/produtos/33429/33429.jpg,indisponivel,https://www.lleferragens.com.br/produto/33429/adaptador-para-torneira-hf-1-2-e-3-4-60-240
6922021069023,"UNIÃO MANGUEIRA - 1/2"" 60/240",HF,CASA E JARDIM,MANGUEIRAS,https://cdn.grupolle.com.br/produtos/33431/33431.jpg,indisponivel,https://www.lleferragens.com.br/produto/33431/uniao-mangueira-hf-1-2-60-240
6922021069030,"ENGATE RAPIDO PARA HIDROPISTOLA VALVULADO - 1/2"" 60/240",HF,CASA E JARDIM,MANGUEIRAS,https://cdn.grupolle.com.br/produtos/33433/33433.jpg,indisponivel,https://www.lleferragens.com.br/produto/33433/engate-rapido-para-hidropistola-valvulado-hf-1-2-60-240
6922021069061,"PULVERIZADOR COMPRESSAO - 1,5Lt 15",HF,CASA E JARDIM,UTILIDADE DOMESTICA,https://cdn.grupolle.com.br/produtos/33439/33439.jpg,indisponivel,https://www.lleferragens.com.br/produto/33439/pulverizador-compressao-hf-1-5lt-15
6922021069207,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
6922711083018,"ALICATE BICO - 06"" 10/40",HF,FERRAMENTAS MANUAIS,FERRAMENTAS USO GERAL,https://cdn.grupolle.com.br/produtos/20702/20702.jpg,indisponivel,https://www.lleferragens.com.br/produto/20702/alicate-bico-hf-06-10-40
6922711083063,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
6922711083087,"ALICATE CORTA VERGALHAO - 24"" 10",HF,FERRAMENTAS MANUAIS,FERRAMENTAS PARA CORTE,https://cdn.grupolle.com.br/produtos/20795/20795.jpg,indisponivel,https://www.lleferragens.com.br/produto/20795/alicate-corta-vergalhao-hf-24-10
6922711083094,"ALICATE CORTA VERGALHAO - 30"" 5",HF,FERRAMENTAS MANUAIS,FERRAMENTAS PARA CORTE,https://cdn.grupolle.com.br/produtos/20796/20796.jpg,indisponivel,https://www.lleferragens.com.br/produto/20796/alicate-corta-vergalhao-hf-30-5
6922711083124,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
6922711083209,desconhecido,desconhecida,desconhecida,desconhecida,desconhecida,desconhecido,desconhecida
6922711083421,SERRA COPO - HF,HF,FERRAMENTAS ELETRICAS,ACESSORIOS,https://cdn.grupolle.com.br/produtos/20821/20821.jpg,indisponivel,https://www.lleferragens.com.br/produto/G20821/serra-copo-hf
6922711083445,SERRA COPO - 11 PCS 20,HF,FERRAMENTAS ELETRICAS,ACESSORIOS,https://cdn.grupolle.com.br/produtos/20823/20823.jpg,indisponivel,https://www.lleferragens.com.br/produto/20823/serra-copo-hf-11-pcs-20
6922711083520,"TESOURA PODA - 08"" 6/60",HF,FERRAMENTAS MANUAIS,FERRAMENTAS JARDINAGEM,https://cdn.grupolle.com.br/produtos/20826/20826.jpg,indisponivel,https://www.lleferragens.com.br/produto/20826/tesoura-poda-hf-08-6-60
6922711083568,TESOURA CORTA CHAPA AVIACAO - HF,HF,FERRAMENTAS MANUAIS,FERRAMENTAS PARA CORTE,https://cdn.grupolle.com.br/produtos/20830/20830.jpg,indisponivel,https://www.lleferragens.com.br/produto/G20830/tesoura-corta-chapa-aviacao-hf
6922711084084,CHAVE FENDA - HF,HF,FERRAMENTAS MANUAIS,FERRAMENTAS USO GERAL,https://cdn.grupolle.com.br/produtos/20840/20840.jpg,indisponivel,https://www.lleferragens.com.br/produto/G20840/chave-fenda-hf
6922711084091,CHAVE FENDA - 1/4x5 12/240,HF,FERRAMENTAS MANUAIS,FERRAMENTAS USO GERAL,https://cdn.grupolle.com.br/produtos/20841/20841.jpg,indisponivel,https://www.lleferragens.com.br/produto/20841/chave-fenda-hf-1-4x5-12-240
6922711084107,CHAVE FENDA - 1/4x6 A12/120,HF,FERRAMENTAS MANUAIS,FERRAMENTAS USO GERAL,https://cdn.grupolle.com.br/produtos/20842/20842.jpg,indisponivel,https://www.lleferragens.com.br/produto/20842/chave-fenda-hf-1-4x6-a12-120
6922711084114,CHAVE FENDA - 1/4x8 12/120,HF,FERRAMENTAS MANUAIS,FERRAMENTAS USO GERAL,https://cdn.grupolle.com.br/produtos/20843/20843.jpg,indisponivel,https://www.lleferragens.com.br/produto/20843/chave-fenda-hf-1-4x8-12-120
6922711084374,CHAVE PHILIPS TOCO - HF,HF,FERRAMENTAS MANUAIS,FERRAMENTAS USO GERAL,https://cdn.grupolle.com.br/produtos/20869/20869.jpg,indisponivel,https://www.lleferragens.com.br/produto/G20869/chave-philips-toco-hf
6922711084381,CHAVE PHILIPS - HF,HF,FERRAMENTAS MANUAIS,FERRAMENTAS USO GERAL,https://cdn.grupolle.com.br/produtos/20870/20870.jpg,indisponivel,https://www.lleferragens.com.br/produto/G20870/chave-philips-hf
6922711084466,CHAVE PHILIPS TOCO - 3/16x11/2 12/120,HF,FERRAMENTAS MANUAIS,FERRAMENTAS USO GERAL,https://cdn.grupolle.com.br/produtos/20878/20878.jpg,indisponivel,https://www.lleferragens.com.br/produto/20878/chave-philips-toco-hf-3-16x11-2-12-120
6922711084497,CHAVE PHILIPS - 3/16x5 12/120,HF,FERRAMENTAS MANUAIS,FERRAMENTAS USO GERAL,https://cdn.grupolle.com.br/produtos/20881/20881.jpg,indisponivel,https://www.lleferragens.com.br/produto/20881/chave-philips-hf-3-16x5-12-120
6922711084503,CHAVE PHILIPS - 3/16x6 12/120,HF,FERRAMENTAS MANUAIS,FERRAMENTAS USO GERAL,https://cdn.grupolle.com.br/produtos/20882/20882.jpg,indisponivel,https://www.lleferragens.com.br/produto/20882/chave-philips-hf-3-16x6-12-120
6922711084527,CHAVE PHILIPS - 3/8x12 12/120,HF,FERRAMENTAS MANUAIS,FERRAMENTAS USO GERAL,https://cdn.grupolle.com.br/produtos/20884/20884.jpg,indisponivel,https://www.lleferragens.com.br/produto/20884/chave-philips-hf-3-8x12-12-120
6922711084749,"BROCA CHATA MADEIRA - 09,52mm 3/8"" 125/500",HF,FERRAMENTAS ELETRICAS,ACESSORIOS,https://cdn.grupolle.com.br/produtos/20901/20901.jpg,indisponivel,https://www.lleferragens.com.br/produto/20901/broca-chata-madeira-hf-09-52mm-3-8-125-500
